,v,vw,o,c,h,l,t,n
0,183,54.5591,54.464,54.577,54.616,54.464,1681084800000,183
1,431,54.5877,54.576,54.618,54.641,54.39,1681099200000,431
2,538,54.6423,54.616,54.663,54.687,54.471,1681113600000,538
3,498,54.6885,54.643,54.754,54.787,54.39,1681128000000,498
4,124,54.7292,54.764,54.69,54.777,54.666,1681142400000,124
5,17,54.6901,54.703,54.738,54.754,54.673,1681156800000,17
6,769,54.6996,54.695,54.692,54.758,54.55,1681171200000,769
7,705,54.8196,54.693,54.886,55.003,54.56,1681185600000,705
8,1345,54.9249,54.884,54.994,55.046,54.717,1681200000000,1345
9,1453,55.0255,54.991,55.057,55.074,54.72,1681214400000,1453
10,512,55.0491,55.064,55.029,55.075,54.959,1681228800000,512
11,29,55.023,55.027,55.0,55.045,54.947,1681243200000,29
12,550,55.0732,54.985,55.05,55.14,54.875,1681257600000,550
13,819,55.2068,55.051,55.226,55.341,54.925,1681272000000,819
14,1329,55.2136,55.212,55.202,55.288,55.025,1681286400000,1329
15,1548,55.1165,55.206,55.16,55.234,54.841,1681300800000,1548
16,229,55.1291,55.123,55.175,55.181,55.045,1681315200000,229
17,10,55.1492,55.163,55.16,55.163,55.128,1681329600000,10
18,911,55.2473,55.147,55.205,55.379,55.0,1681344000000,911
19,1028,55.312,55.207,55.281,55.435,55.105,1681358400000,1028
20,666,55.3255,55.277,55.305,55.375,55.122,1681372800000,666
21,1551,55.2937,55.344,55.252,55.388,55.16,1681387200000,1551
22,280,55.2169,55.258,55.166,55.266,55.142,1681401600000,280
23,16,55.1866,55.162,55.213,55.23,55.155,1681416000000,16
24,828,55.1488,55.205,55.16,55.259,54.97,1681430400000,828
25,568,55.2557,55.162,55.237,55.333,55.045,1681444800000,568
26,803,55.2837,55.234,55.273,55.338,55.13,1681459200000,803
27,1054,55.285,55.279,55.379,55.381,55.071,1681473600000,1054
28,274,55.3282,55.343,55.243,55.381,55.243,1681488000000,274
29,12,55.299,55.294,55.338,55.338,55.278,1681502400000,12
30,1,55.249,55.249,55.249,55.249,55.249,1681560000000,1
31,2,55.294,55.249,55.339,55.339,55.249,1681675200000,2
32,667,55.53,55.249,55.561,55.66,55.249,1681689600000,667
33,1326,55.7014,55.56,55.904,55.958,55.55,1681704000000,1326
34,1264,55.9209,55.902,55.945,55.977,54.663,1681718400000,1264
35,1693,55.9777,55.933,56.023,56.06,55.826,1681732800000,1693
36,340,56.0115,56.024,55.97,56.056,55.954,1681747200000,340
37,28,55.9529,55.969,56.03,56.03,55.83,1681761600000,28
38,891,55.9994,56.01,56.02,56.095,55.86,1681776000000,891
39,980,56.1939,56.019,56.146,56.316,55.96,1681790400000,980
40,1431,56.1855,56.144,56.267,56.275,55.732,1681804800000,1431
41,1111,56.2182,56.269,56.2,56.289,56.04,1681819200000,1111
42,371,56.2054,56.206,56.216,56.231,56.06,1681833600000,371
43,27,56.1867,56.185,56.24,56.24,56.06,1681848000000,27
44,511,56.0476,56.225,56.03,56.225,55.865,1681862400000,511
45,1034,56.0928,56.028,56.196,56.203,55.874,1681876800000,1034
46,2111,56.3631,56.19,56.45,56.511,56.063,1681891200000,2111
47,1418,56.3814,56.45,56.3,56.497,56.19,1681905600000,1418
48,303,56.2662,56.287,56.233,56.31,56.172,1681920000000,303
49,22,56.2454,56.235,56.295,56.31,56.218,1681934400000,22
50,379,56.3224,56.303,56.328,56.411,56.2,1681948800000,379
51,1029,56.2227,56.323,56.027,56.366,55.9,1681963200000,1029
52,1578,56.1125,56.03,56.107,56.176,55.92,1681977600000,1578
53,1653,55.9004,56.101,55.886,56.18,55.741,1681992000000,1653
54,215,55.867,55.85,55.88,55.917,55.67,1682006400000,215
55,8,55.8794,55.885,55.93,55.93,55.795,1682020800000,8
56,878,55.9224,55.915,55.933,56.004,55.83,1682035200000,878
57,276,55.9546,55.933,55.941,56.028,55.91,1682049600000,276
58,653,55.9366,55.943,55.932,55.998,55.552,1682064000000,653
59,1540,55.8314,55.932,55.866,55.948,55.627,1682078400000,1540
60,163,55.865,55.884,55.82,55.89,55.795,1682092800000,163
61,2,55.7985,55.799,55.798,55.799,55.798,1682107200000,2
62,2,55.8415,55.798,55.885,55.885,55.798,1682280000000,2
63,652,55.9389,55.822,55.98,56.035,55.787,1682294400000,652
64,743,55.8738,55.98,55.804,55.991,55.483,1682308800000,743
65,802,55.7459,55.798,55.783,55.806,55.57,1682323200000,802
66,455,55.7282,55.78,55.672,55.791,55.575,1682337600000,455
67,434,55.6362,55.661,55.616,55.69,55.57,1682352000000,434
68,73,55.6004,55.607,55.63,55.63,55.57,1682366400000,73
69,737,55.5922,55.617,55.59,55.665,55.425,1682380800000,737
70,1192,55.5141,55.586,55.533,55.61,55.35,1682395200000,1192
71,739,55.5488,55.531,55.587,55.592,55.43,1682409600000,739
72,539,55.57,55.579,55.579,55.66,55.385,1682424000000,539
73,221,55.5745,55.583,55.561,55.618,55.383,1682438400000,221
74,100,55.474,55.56,55.43,55.581,55.383,1682452800000,100
75,682,55.6044,55.453,55.584,55.704,55.44,1682467200000,682
76,912,55.5856,55.576,55.634,55.666,55.45,1682481600000,912
77,813,55.6228,55.642,55.617,55.702,55.345,1682496000000,813
78,543,55.5681,55.616,55.582,55.665,55.387,1682510400000,543
79,186,55.5991,55.66,55.585,55.665,55.543,1682524800000,186
80,35,55.534,55.58,55.555,55.588,55.402,1682539200000,35
81,676,55.724,55.539,55.785,55.809,55.46,1682553600000,676
82,966,55.7323,55.783,55.732,55.786,55.6,1682568000000,966
83,434,55.7148,55.635,55.73,55.777,54.5,1682582400000,434
84,358,55.7015,55.733,55.63,55.777,55.57,1682596800000,358
85,183,55.5694,55.628,55.553,55.71,55.43,1682611200000,183
86,14,55.5565,55.553,55.625,55.625,55.469,1682625600000,14
87,882,55.5211,55.585,55.516,55.71,55.31,1682640000000,882
88,968,55.5559,55.517,55.419,55.687,55.25,1682654400000,968
89,527,55.4699,55.424,55.467,55.53,55.276,1682668800000,527
90,438,55.4124,55.513,55.306,55.71,55.28,1682683200000,438
91,166,55.3376,55.306,55.36,55.47,55.306,1682697600000,166
92,8,55.3536,55.365,55.373,55.373,55.344,1682712000000,8
93,1,55.38,55.38,55.38,55.38,55.38,1682755200000,1
94,2,55.425,55.38,55.47,55.47,55.38,1682884800000,2
95,133,55.4718,55.38,55.535,55.535,55.313,1682899200000,133
96,196,55.3709,55.485,55.425,55.495,55.263,1682913600000,196
97,76,55.4609,55.426,55.458,55.503,55.206,1682928000000,76
98,404,55.4614,55.455,55.504,55.533,55.245,1682942400000,404
99,81,55.5109,55.497,55.528,55.563,55.483,1682956800000,81
100,10,55.4826,55.49,55.528,55.528,55.395,1682971200000,10
101,552,55.3903,55.52,55.403,55.531,55.307,1682985600000,552
102,896,55.3576,55.402,55.369,55.434,55.16,1683000000000,896
103,565,55.3876,55.371,55.372,55.476,55.235,1683014400000,565
104,1204,55.3993,55.374,55.403,55.5,55.278,1683028800000,1204
105,230,55.3941,55.401,55.377,55.419,55.295,1683043200000,230
106,7,55.3853,55.382,55.42,55.42,55.3,1683057600000,7
107,553,55.303,55.428,55.309,55.428,55.165,1683072000000,553
108,584,55.3422,55.311,55.395,55.395,55.215,1683086400000,584
109,1088,55.3082,55.396,55.301,55.396,54.045,1683100800000,1088
110,976,55.2836,55.303,55.262,55.312,55.153,1683115200000,976
111,225,55.2474,55.261,55.288,55.306,54.461,1683129600000,225
112,8,55.2735,55.293,55.325,55.325,55.22,1683144000000,8
113,556,55.1646,55.285,55.243,55.285,55.055,1683158400000,556
114,517,55.26,55.244,55.343,55.345,55.11,1683172800000,517
115,1193,55.3492,55.338,55.331,55.471,53.924,1683187200000,1193
116,1022,55.3561,55.242,55.405,55.443,55.23,1683201600000,1022
117,307,55.4054,55.373,55.395,55.432,55.28,1683216000000,307
118,18,55.3854,55.392,55.425,55.425,55.28,1683230400000,18
119,751,55.2825,55.41,55.228,55.416,55.135,1683244800000,751
120,825,55.2346,55.145,55.311,55.329,55.045,1683259200000,825
121,941,55.2201,55.312,55.207,55.317,54.029,1683273600000,941
122,1251,55.3215,55.209,55.31,55.422,54.906,1683288000000,1251
123,171,55.315,55.317,55.355,55.358,55.13,1683302400000,171
124,22,55.2524,55.357,55.211,55.365,55.211,1683316800000,22
125,1,55.211,55.211,55.211,55.211,55.211,1683489600000,1
126,512,55.2892,55.295,55.269,55.413,55.182,1683504000000,512
127,438,55.2797,55.281,55.295,55.314,55.135,1683518400000,438
128,677,55.27,55.297,55.274,55.32,55.13,1683532800000,677
129,609,55.2912,55.273,55.337,55.338,55.182,1683547200000,609
130,333,55.3875,55.334,55.446,55.474,55.18,1683561600000,333
131,21,55.4048,55.444,55.435,55.45,55.18,1683576000000,21
132,892,55.5504,55.443,55.616,55.653,55.24,1683590400000,892
133,919,55.7062,55.618,55.755,55.841,55.435,1683604800000,919
134,1071,55.758,55.757,55.734,55.82,55.637,1683619200000,1071
135,1577,55.7854,55.743,55.792,55.869,55.659,1683633600000,1577
136,134,55.7962,55.795,55.799,55.821,55.69,1683648000000,134
137,31,55.7858,55.803,55.765,55.875,55.69,1683662400000,31
138,748,55.7903,55.76,55.815,55.874,55.59,1683676800000,748
139,775,55.7364,55.82,55.668,55.834,55.585,1683691200000,775
140,1128,55.6818,55.665,55.694,55.765,55.525,1683705600000,1128
141,1453,55.6217,55.693,55.64,55.721,55.473,1683720000000,1453
142,177,55.6675,55.675,55.68,55.8,55.595,1683734400000,177
143,42,55.6232,55.67,55.625,55.68,55.597,1683748800000,42
144,695,55.6518,55.61,55.707,55.741,55.455,1683763200000,695
145,827,55.7102,55.708,55.767,55.801,55.53,1683777600000,827
146,1074,55.6769,55.774,55.67,55.838,54.419,1683792000000,1074
147,890,55.724,55.671,55.782,55.835,55.554,1683806400000,890
148,80,55.785,55.774,55.782,55.836,55.57,1683820800000,80
149,17,55.7863,55.788,55.85,55.85,55.64,1683835200000,17
150,1027,55.9131,55.835,55.8,56.005,55.66,1683849600000,1027
151,938,55.7645,55.796,55.827,55.848,55.57,1683864000000,938
152,1376,55.8329,55.838,55.808,55.939,55.616,1683878400000,1376
153,1210,55.8271,55.808,55.872,55.893,55.606,1683892800000,1210
154,211,55.8515,55.862,55.86,55.888,55.761,1683907200000,211
155,10,55.8714,55.861,55.895,55.895,55.86,1683921600000,10
156,1,55.764,55.764,55.764,55.764,55.764,1684008000000,1
157,2,55.809,55.764,55.854,55.854,55.764,1684094400000,2
158,496,55.9407,55.764,55.997,56.001,55.764,1684108800000,496
159,870,55.9817,55.99,56.075,56.108,55.81,1684123200000,870
160,1300,56.0876,56.077,56.059,56.228,55.849,1684137600000,1300
161,677,56.0377,56.056,56.022,56.065,55.77,1684152000000,677
162,160,56.015,56.011,56.005,56.033,55.925,1684166400000,160
163,15,56.003,56.001,56.068,56.068,55.925,1684180800000,15
164,888,56.1376,56.06,56.136,56.285,55.915,1684195200000,888
165,905,56.1811,56.144,56.04,56.262,55.99,1684209600000,905
166,1616,56.0696,56.036,56.054,56.15,55.935,1684224000000,1616
167,1688,56.0879,56.056,56.149,56.172,55.962,1684238400000,1688
168,147,56.1611,56.147,56.166,56.193,55.99,1684252800000,147
169,33,56.143,56.118,56.183,56.259,55.93,1684267200000,33
170,853,56.1617,56.187,56.2,56.229,55.98,1684281600000,853
171,821,56.1595,56.198,56.196,56.251,55.97,1684296000000,821
172,1386,56.1388,56.19,56.125,56.25,54.923,1684310400000,1386
173,1462,56.099,56.126,56.114,56.154,55.967,1684324800000,1462
174,374,56.0756,56.118,56.013,56.118,55.978,1684339200000,374
175,41,56.0206,56.018,56.018,56.09,55.987,1684353600000,41
176,1205,55.9737,56.003,55.956,56.08,55.825,1684368000000,1205
177,1099,55.96,55.957,55.87,56.068,55.773,1684382400000,1099
178,1529,55.7794,55.871,55.782,55.876,55.632,1684396800000,1529
179,1499,55.8268,55.782,55.797,56.08,55.688,1684411200000,1499
180,298,55.794,55.808,55.781,55.84,55.69,1684425600000,298
181,11,55.7815,55.759,55.81,55.81,55.69,1684440000000,11
182,779,55.7133,55.797,55.753,55.827,55.58,1684454400000,779
183,842,55.704,55.754,55.661,55.802,55.445,1684468800000,842
184,1539,55.7022,55.651,55.733,55.834,53.354,1684483200000,1539
185,1118,55.7423,55.749,55.646,55.823,55.565,1684497600000,1118
186,394,55.6242,55.618,55.681,55.694,55.525,1684512000000,394
187,14,55.6748,55.728,56.06,56.06,55.525,1684526400000,14
188,1,55.549,55.549,55.549,55.549,55.549,1684569600000,1
189,2,55.594,55.549,55.639,55.639,55.549,1684699200000,2
190,612,55.7879,55.646,55.759,55.871,55.549,1684713600000,612
191,859,55.8043,55.758,55.819,55.865,55.661,1684728000000,859
192,838,55.7575,55.822,55.756,55.835,53.426,1684742400000,838
193,919,55.7332,55.755,55.715,56.06,55.602,1684756800000,919
194,591,55.6443,55.62,55.562,55.715,55.54,1684771200000,591
195,37,55.5579,55.565,55.556,55.608,55.527,1684785600000,37
196,829,55.6564,55.56,55.586,55.725,55.5,1684800000000,829
197,734,55.6352,55.587,55.716,55.726,55.485,1684814400000,734
198,1249,55.7288,55.717,55.705,55.805,55.611,1684828800000,1249
199,1005,55.7211,55.702,55.727,55.779,55.611,1684843200000,1005
200,225,55.7407,55.732,55.751,55.781,55.638,1684857600000,225
201,25,55.7452,55.747,55.818,55.818,55.635,1684872000000,25
202,602,55.7522,55.81,55.737,55.843,55.63,1684886400000,602
203,779,55.756,55.738,55.776,55.806,55.62,1684900800000,779
204,1153,55.7335,55.778,55.737,55.779,55.354,1684915200000,1153
205,1250,55.6896,55.736,55.729,55.761,55.559,1684929600000,1250
206,286,55.7264,55.733,55.688,55.773,55.628,1684944000000,286
207,29,55.6871,55.683,55.7,55.745,55.635,1684958400000,29
208,963,55.8801,55.722,55.94,55.989,55.65,1684972800000,963
209,675,55.9895,55.936,56.061,56.162,55.744,1684987200000,675
210,1228,56.0026,56.058,56.015,56.058,55.851,1685001600000,1228
211,851,56.0131,56.009,56.054,56.061,55.898,1685016000000,851
212,191,56.0727,56.051,56.066,56.122,55.957,1685030400000,191
213,20,56.067,56.064,56.08,56.08,56.032,1685044800000,20
214,380,55.9267,56.088,55.909,56.122,55.76,1685059200000,380
215,716,55.7928,55.911,55.814,55.914,55.575,1685073600000,716
216,1029,55.8177,55.812,55.817,55.924,55.679,1685088000000,1029
217,274,55.784,55.848,55.828,56.12,55.712,1685102400000,274
218,184,55.83,55.767,55.817,55.907,55.718,1685116800000,184
219,10,55.8103,55.817,55.828,55.828,55.793,1685131200000,10
220,1,55.825,55.825,55.825,55.825,55.825,1685289600000,1
221,2,55.87,55.825,55.915,55.915,55.825,1685304000000,2
222,471,55.9472,55.8,56.048,56.049,55.8,1685318400000,471
223,521,56.0724,56.046,56.13,56.147,55.925,1685332800000,521
224,430,56.0583,56.132,56.035,56.132,55.924,1685347200000,430
225,229,56.0444,56.018,56.075,56.095,55.943,1685361600000,229
226,21,56.0591,56.076,56.055,56.076,55.976,1685376000000,21
227,10,56.0553,56.035,56.126,56.126,55.976,1685390400000,10
228,683,56.154,56.11,56.234,56.304,55.94,1685404800000,683
229,933,56.4078,56.15,56.469,56.525,56.15,1685419200000,933
230,1189,56.3496,56.465,56.279,56.465,56.191,1685433600000,1189
231,1011,56.293,56.276,56.316,56.326,56.185,1685448000000,1011
232,118,56.3003,56.313,56.279,56.316,56.213,1685462400000,118
233,11,56.2825,56.282,56.308,56.35,56.225,1685476800000,11
234,635,56.299,56.293,56.24,56.379,56.08,1685491200000,635
235,754,56.1876,56.246,56.2,56.306,56.005,1685505600000,754
236,1163,56.1838,56.202,56.202,56.278,55.781,1685520000000,1163
237,2667,56.2347,56.202,56.343,56.408,56.136,1685534400000,2667
238,209,56.2964,56.346,56.278,56.363,56.17,1685548800000,209
239,18,56.2803,56.275,56.341,56.341,56.232,1685563200000,18
240,521,56.2001,56.32,56.199,56.353,56.06,1685577600000,521
241,640,56.2447,56.198,56.261,56.336,56.078,1685592000000,640
242,1390,56.1611,56.26,56.118,56.28,56.013,1685606400000,1390
243,1199,56.0968,56.116,56.033,56.159,55.947,1685620800000,1199
244,452,56.0409,56.034,56.009,56.083,55.953,1685635200000,452
245,27,56.01,56.008,56.066,56.066,55.982,1685649600000,27
246,537,55.9461,56.058,55.909,56.066,55.855,1685664000000,537
247,555,55.9415,55.904,55.957,55.989,55.795,1685678400000,555
248,830,55.8321,55.954,55.846,55.959,55.658,1685692800000,830
249,1046,55.9194,55.846,55.959,55.986,55.723,1685707200000,1046
250,208,55.978,55.959,55.987,56.06,55.768,1685721600000,208
251,3,55.9963,55.978,56.018,56.018,55.978,1685736000000,3
252,1,55.923,55.923,55.923,55.923,55.923,1685793600000,1
253,2,55.968,55.923,56.013,56.013,55.923,1685908800000,2
254,557,56.1043,56.058,56.092,56.184,55.923,1685923200000,557
255,729,56.1879,56.093,56.204,56.256,56.035,1685937600000,729
256,1164,56.2232,56.202,56.173,56.325,56.048,1685952000000,1164
257,1657,56.1637,56.175,56.194,56.226,55.985,1685966400000,1657
258,428,56.1762,56.175,56.163,56.209,56.095,1685980800000,428
259,28,56.163,56.161,56.022,56.26,56.01,1685995200000,28
260,400,56.2009,56.045,56.227,56.264,56.045,1686009600000,400
261,702,56.2194,56.223,56.256,56.294,56.065,1686024000000,702
262,988,56.2313,56.253,56.217,56.257,56.095,1686038400000,988
263,1401,56.2041,56.218,56.15,56.267,55.982,1686052800000,1401
264,433,56.118,56.052,56.11,56.18,56.031,1686067200000,433
265,31,56.1011,56.115,56.097,56.18,56.06,1686081600000,31
266,484,56.0837,56.088,56.119,56.151,55.92,1686096000000,484
267,570,56.1472,56.118,56.092,56.195,56.005,1686110400000,570
268,1361,56.0195,56.064,56.008,56.097,55.799,1686124800000,1361
269,1761,55.9702,56.001,56.035,56.18,55.847,1686139200000,1761
270,314,56.0858,56.037,56.078,56.167,55.938,1686153600000,314
271,67,56.0743,56.079,56.135,56.135,56.018,1686168000000,67
272,476,56.1392,56.113,56.21,56.21,56.01,1686182400000,476
273,537,56.1338,56.201,56.143,56.206,55.98,1686196800000,537
274,1092,56.0987,56.148,56.068,56.206,55.857,1686211200000,1092
275,846,56.0066,56.062,56.004,56.101,55.911,1686225600000,846
276,243,55.9901,55.986,55.983,56.011,55.902,1686240000000,243
277,27,55.9936,55.986,56.06,56.06,55.903,1686254400000,27
278,463,55.9788,56.052,56.028,56.052,55.825,1686268800000,463
279,537,56.003,55.933,56.047,56.066,55.86,1686283200000,537
280,1659,56.0606,56.043,56.046,56.114,55.94,1686297600000,1659
281,883,56.0302,56.048,56.079,56.085,55.919,1686312000000,883
282,121,56.0353,56.033,56.029,56.082,55.932,1686326400000,121
283,4,55.971,55.951,55.961,56.011,55.951,1686340800000,4
284,1,55.98,55.98,55.98,55.98,55.98,1686355200000,1
285,2,56.025,55.98,56.07,56.07,55.98,1686513600000,2
286,158,56.0776,56.046,56.025,56.136,55.954,1686528000000,158
287,404,56.0763,56.026,56.049,56.104,55.96,1686542400000,404
288,1053,56.0032,56.051,56.032,56.051,55.887,1686556800000,1053
289,803,56.0376,56.031,56.071,56.101,55.935,1686571200000,803
290,188,56.0736,55.98,56.04,56.109,55.98,1686585600000,188
291,42,56.0373,56.039,56.066,56.066,55.975,1686600000000,42
292,449,56.0641,56.011,56.022,56.134,55.915,1686614400000,449
293,933,55.9851,56.02,55.904,56.037,55.835,1686628800000,933
294,1434,55.8833,55.905,55.857,55.958,55.749,1686643200000,1434
295,2346,55.7846,55.856,55.828,55.865,55.486,1686657600000,2346
296,179,55.8401,55.827,55.845,56.07,55.734,1686672000000,179
297,12,55.8473,55.842,55.897,55.897,55.738,1686686400000,12
298,615,55.9449,55.905,55.974,56.015,55.738,1686700800000,615
299,1024,55.9391,55.972,55.915,56.004,55.81,1686715200000,1024
300,1836,55.8783,55.92,55.914,55.938,55.758,1686729600000,1836
301,1087,55.8956,55.903,55.907,55.943,55.787,1686744000000,1087
302,522,55.8861,55.84,55.851,55.957,55.755,1686758400000,522
303,38,55.8592,55.855,55.931,55.931,55.805,1686772800000,38
304,631,56.0661,55.909,56.045,56.14,55.512,1686787200000,631
305,851,55.9867,56.046,55.929,56.055,55.851,1686801600000,851
306,891,55.9803,55.932,56.044,56.053,55.809,1686816000000,891
307,1511,55.8584,56.043,55.78,56.044,55.701,1686830400000,1511
308,505,55.7747,55.785,55.763,55.89,55.665,1686844800000,505
309,54,55.732,55.757,55.776,55.776,55.649,1686859200000,54
310,658,55.8148,55.763,55.817,55.882,55.665,1686873600000,658
311,763,55.8006,55.818,55.849,55.859,55.648,1686888000000,763
312,603,55.8409,55.849,55.839,55.91,55.724,1686902400000,603
313,1612,55.7639,55.837,55.746,55.842,55.642,1686916800000,1612
314,417,55.7013,55.73,55.68,55.773,55.609,1686931200000,417
315,32,55.6925,55.677,55.76,55.76,55.615,1686945600000,32
316,1,55.615,55.615,55.615,55.615,55.615,1687075200000,1
317,3,55.645,55.615,55.615,55.705,55.615,1687118400000,3
318,660,55.9005,55.705,55.856,55.953,55.615,1687132800000,660
319,819,55.7205,55.854,55.732,55.863,55.525,1687147200000,819
320,995,55.7229,55.733,55.728,55.746,55.191,1687161600000,995
321,1034,55.7088,55.732,55.685,55.752,55.584,1687176000000,1034
322,155,55.6823,55.679,55.634,55.708,55.605,1687190400000,155
323,7,55.6729,55.639,55.723,55.723,55.605,1687204800000,7
324,545,55.7405,55.73,55.776,55.788,55.595,1687219200000,545
325,954,55.6856,55.775,55.542,55.811,55.242,1687233600000,954
326,1007,55.5429,55.545,55.57,55.615,55.032,1687248000000,1007
327,1844,55.6066,55.571,55.629,55.69,55.445,1687262400000,1844
328,355,55.6154,55.624,55.505,55.69,55.469,1687276800000,355
329,19,55.5279,55.508,55.552,55.595,55.505,1687291200000,19
330,737,55.6149,55.54,55.601,55.67,55.51,1687305600000,737
331,779,55.5847,55.6,55.646,55.648,55.475,1687320000000,779
332,676,55.6005,55.643,55.605,55.649,55.114,1687334400000,676
333,1123,55.6277,55.603,55.598,55.69,55.5,1687348800000,1123
334,173,55.5678,55.508,55.518,55.598,55.495,1687363200000,173
335,33,55.5289,55.58,55.585,55.585,55.485,1687377600000,33
336,344,55.5679,55.593,55.6,55.616,55.445,1687392000000,344
337,570,55.6214,55.601,55.622,55.664,55.515,1687406400000,570
338,487,55.6267,55.622,55.624,55.667,55.259,1687420800000,487
339,688,55.5968,55.611,55.568,55.652,55.499,1687435200000,688
340,245,55.5684,55.588,55.536,55.594,55.493,1687449600000,245
341,42,55.5181,55.538,55.548,55.548,55.488,1687464000000,42
342,541,55.6523,55.555,55.63,55.72,55.46,1687478400000,541
343,772,55.6394,55.629,55.769,55.769,55.463,1687492800000,772
344,879,55.7512,55.766,55.759,55.79,55.652,1687507200000,879
345,1143,55.7559,55.757,55.731,55.791,55.58,1687521600000,1143
346,136,55.7234,55.748,55.692,55.758,55.659,1687536000000,136
347,22,55.6651,55.69,55.674,55.69,55.644,1687550400000,22
348,1,55.665,55.665,55.665,55.665,55.665,1687622400000,1
349,2,55.71,55.665,55.755,55.755,55.665,1687723200000,2
350,459,55.7327,55.665,55.741,55.801,55.665,1687737600000,459
351,520,55.7185,55.74,55.704,55.767,55.613,1687752000000,520
352,559,55.7333,55.702,55.735,55.779,55.615,1687766400000,559
353,1220,55.704,55.736,55.721,55.742,55.555,1687780800000,1220
354,251,55.7076,55.716,55.677,55.755,55.625,1687795200000,251
355,19,55.652,55.666,55.684,55.684,55.633,1687809600000,19
356,258,55.5323,55.69,55.517,55.724,50.129,1687824000000,258
357,887,55.3834,55.518,55.34,55.523,54.806,1687838400000,887
358,1324,55.3435,55.342,55.281,55.434,54.917,1687852800000,1324
359,1409,55.1258,55.281,55.115,55.284,54.656,1687867200000,1409
360,319,55.1014,55.112,55.118,55.144,54.993,1687881600000,319
361,13,55.1198,55.12,55.146,55.149,55.014,1687896000000,13
362,466,55.224,55.152,55.292,55.304,55.01,1687910400000,466
363,476,55.2942,55.293,55.299,55.335,55.265,1687924800000,476
364,746,55.2902,55.297,55.312,55.361,52.467,1687939200000,746
365,1332,55.3241,55.309,55.294,55.423,54.909,1687953600000,1332
366,241,55.275,55.292,55.273,55.307,55.13,1687968000000,241
367,47,55.26,55.269,55.275,55.276,55.13,1687982400000,47
368,555,55.2654,55.281,55.4,55.44,53.42,1687996800000,555
369,740,55.3854,55.399,55.345,55.452,55.215,1688011200000,740
370,1028,55.283,55.344,55.265,55.35,54.935,1688025600000,1028
371,1766,55.3991,55.269,55.4,55.523,55.17,1688040000000,1766
372,256,55.4179,55.401,55.366,55.468,55.313,1688054400000,256
373,51,55.3669,55.362,55.44,55.44,55.345,1688068800000,51
374,597,55.3833,55.446,55.306,55.496,55.22,1688083200000,597
375,671,55.2511,55.309,55.215,55.347,55.075,1688097600000,671
376,1117,55.2373,55.212,55.293,55.315,55.002,1688112000000,1117
377,1302,55.2625,55.294,55.269,55.44,55.16,1688126400000,1302
378,346,55.2905,55.266,55.308,55.334,55.174,1688140800000,346
379,42,55.2965,55.3,55.264,55.343,55.264,1688155200000,42
380,1,55.174,55.174,55.174,55.174,55.174,1688284800000,1
381,2,55.219,55.174,55.264,55.264,55.174,1688328000000,2
382,657,55.1487,55.249,55.129,55.322,54.966,1688342400000,657
383,666,55.2238,55.13,55.331,55.35,55.048,1688356800000,666
384,1113,55.2754,55.333,55.286,55.347,55.086,1688371200000,1113
385,1300,55.2191,55.277,55.218,55.29,55.102,1688385600000,1300
386,212,55.2617,55.259,55.27,55.306,55.154,1688400000000,212
387,18,55.2067,55.192,55.258,55.29,55.188,1688414400000,18
388,399,55.2482,55.19,55.215,55.299,55.13,1688428800000,399
389,447,55.2275,55.214,55.258,55.276,55.11,1688443200000,447
390,594,55.1982,55.258,55.181,55.262,54.839,1688457600000,594
391,383,55.2139,55.184,55.251,55.257,55.123,1688472000000,383
392,40,55.2425,55.253,55.242,55.258,55.16,1688486400000,40
393,5,55.242,55.24,55.27,55.27,55.16,1688500800000,5
394,503,55.3904,55.275,55.427,55.467,55.16,1688515200000,503
395,460,55.3687,55.422,55.398,55.424,54.965,1688529600000,460
396,193,55.4385,55.434,55.429,55.455,55.363,1688544000000,193
397,1379,55.4218,55.429,55.469,55.558,55.29,1688558400000,1379
398,410,55.522,55.444,55.549,55.607,55.384,1688572800000,410
399,26,55.5135,55.532,55.46,55.599,55.414,1688587200000,26
400,657,55.564,55.565,55.573,55.649,55.4,1688601600000,657
401,811,55.5124,55.574,55.519,55.629,55.335,1688616000000,811
402,228,55.5041,55.538,55.551,55.554,55.39,1688630400000,228
403,1477,55.6124,55.534,55.611,55.679,55.454,1688644800000,1477
404,205,55.6279,55.637,55.592,55.689,55.538,1688659200000,205
405,33,55.5967,55.593,55.655,55.655,55.556,1688673600000,33
406,421,55.587,55.659,55.566,55.669,55.44,1688688000000,421
407,603,55.554,55.563,55.628,55.633,55.433,1688702400000,603
408,1572,55.5835,55.627,55.563,55.638,55.406,1688716800000,1572
409,1977,55.5137,55.565,55.513,55.578,55.352,1688731200000,1977
410,226,55.5095,55.504,55.539,55.553,55.429,1688745600000,226
411,39,55.5455,55.545,55.588,55.588,55.51,1688760000000,39
412,1,55.432,55.432,55.432,55.432,55.432,1688774400000,1
413,2,55.477,55.432,55.522,55.522,55.432,1688932800000,2
414,562,55.5822,55.432,55.627,55.65,55.432,1688947200000,562
415,1046,55.691,55.629,55.686,55.74,55.505,1688961600000,1046
416,737,55.6692,55.686,55.672,55.725,55.521,1688976000000,737
417,1504,55.6153,55.657,55.547,55.7,55.459,1688990400000,1504
418,156,55.5589,55.544,55.554,55.631,55.458,1689004800000,156
419,51,55.5545,55.552,55.638,55.638,55.459,1689019200000,51
